state,date,population
W.P. Putrajaya,2013-01-01,79.7
W.P. Putrajaya,2014-01-01,80.9
W.P. Putrajaya,2015-01-01,83.0
W.P. Putrajaya,2016-01-01,84.4
W.P. Putrajaya,2017-01-01,87.5
W.P. Putrajaya,2018-01-01,97.2
W.P. Putrajaya,2019-01-01,103.7
W.P. Putrajaya,2020-01-01,109.2
W.P. Putrajaya,2021-01-01,115.2
W.P. Putrajaya,2022-01-01,117.0
W.P. Putrajaya,2023-01-01,118.8
W.P. Putrajaya,2024-01-01,120.3
